normalized_model,model_family,accelerator_type,accuracy,baseline_accuracy,accuracy_drop,accuracy_drop_percent
resnet18_selu_w1_0,ResNet-18,Qualcomm QCS6490,66.46,66.79,0.3300000000000125,0.49408594100915176
resnet18_prelu_w1_0,ResNet-18,Qualcomm QCS6490,68.93,69.95,1.019999999999996,1.4581844174410237
resnet18_mish_w1_0,ResNet-18,Qualcomm QCS6490,71.82,71.96,0.14000000000000057,0.19455252918288019
resnet18_silu_w1_0,ResNet-18,Qualcomm QCS6490,71.92,72.54,0.6200000000000045,0.8547008547008609
resnet18_relu_w1_0,ResNet-18,Qualcomm QCS6490,71.18,71.03,-0.15000000000000568,-0.21117837533437375
resnet18_relu6_w1_0,ResNet-18,Qualcomm QCS6490,71.13,71.24,0.10999999999999943,0.15440763615946018
resnet18_leakyrelu_w1_0,ResNet-18,Qualcomm QCS6490,70.42,71.54,1.1200000000000045,1.5655577299412977
resnet18_elu_w1_0,ResNet-18,Qualcomm QCS6490,68.59,68.68,0.09000000000000341,0.13104251601631245
resnet18_silu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,72.54,72.54,0.0,0.0
resnet18_selu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,66.79,66.79,0.0,0.0
resnet18_relu6_w1_0,ResNet-18,RTX PRO 6000 Max-Q,71.24,71.24,0.0,0.0
resnet18_relu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,71.03,71.03,0.0,0.0
resnet18_prelu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,69.95,69.95,0.0,0.0
resnet18_mish_w1_0,ResNet-18,RTX PRO 6000 Max-Q,71.96,71.96,0.0,0.0
resnet18_leakyrelu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,71.54,71.54,0.0,0.0
resnet18_hardswish_w1_0,ResNet-18,RTX PRO 6000 Max-Q,71.43,71.43,0.0,0.0
resnet18_gelu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,72.21,72.21,0.0,0.0
resnet18_elu_w1_0,ResNet-18,RTX PRO 6000 Max-Q,68.68,68.68,0.0,0.0
